"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","pdays_status","pdays_clean","age_group","balance_group","cluster","gmm_cluster"
34,"technician","married","secondary","no",2959,"no","no","cellular",13,"aug",413,5,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
50,"unemployed","married","primary","no",705,"no","no","unknown",5,"jun",504,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","5","2"
41,"management","married","tertiary","no",226,"no","no","cellular",28,"jan",227,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
47,"technician","married","secondary","no",-75,"yes","no","cellular",4,"feb",57,1,247,1,"other","no","Contacted",247,"40-50","Negative","5","3"
45,"management","married","tertiary","no",80,"no","yes","cellular",19,"nov",157,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
43,"housemaid","married","primary","no",169,"no","yes","telephone",24,"jul",172,5,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","1"
40,"services","single","secondary","yes",-306,"yes","no","unknown",23,"may",253,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
39,"management","married","tertiary","yes",-1586,"yes","yes","cellular",16,"jul",89,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
45,"technician","married","tertiary","no",5110,"no","no","cellular",22,"apr",341,2,-1,0,"unknown","yes","Not Contacted",NA,"40-50","5K-10K","5","1"
46,"management","married","tertiary","no",51,"no","no","cellular",6,"aug",39,9,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","2","1"
44,"management","married","tertiary","no",10950,"yes","no","cellular",7,"aug",84,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","10K+","5","3"
47,"admin.","married","secondary","no",1715,"no","no","cellular",22,"jul",211,8,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
54,"management","married","tertiary","no",69,"no","no","unknown",11,"jun",113,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
33,"services","divorced","secondary","yes",339,"yes","no","unknown",23,"may",496,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
38,"technician","single","secondary","no",2751,"yes","no","unknown",28,"may",185,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
38,"management","divorced","tertiary","no",219,"yes","no","cellular",10,"jul",478,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
43,"retired","married","secondary","no",56,"yes","yes","unknown",15,"may",259,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
36,"blue-collar","single","secondary","no",661,"yes","no","cellular",11,"may",14,8,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
42,"services","married","secondary","no",-369,"no","no","cellular",14,"jul",72,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
37,"blue-collar","married","secondary","no",421,"no","yes","unknown",30,"may",381,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
47,"management","married","tertiary","no",3681,"no","no","cellular",14,"aug",101,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
29,"management","single","tertiary","no",1895,"no","no","cellular",28,"jul",97,6,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","1"
29,"blue-collar","single","secondary","no",262,"yes","no","cellular",20,"apr",130,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
52,"blue-collar","married","secondary","no",580,"no","no","cellular",21,"nov",965,2,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","4","3"
38,"blue-collar","married","primary","no",1679,"yes","no","unknown",20,"jun",21,18,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","2","1"
45,"services","married","secondary","no",9077,"yes","no","unknown",15,"may",139,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","5K-10K","5","1"
57,"retired","divorced","primary","no",698,"no","no","telephone",9,"dec",135,3,191,2,"failure","no","Contacted",191,"50-60","0-1K","5","3"
32,"blue-collar","married","primary","no",183,"yes","no","cellular",9,"feb",308,4,208,3,"other","no","Contacted",208,"30-40","0-1K","1","4"
34,"admin.","single","secondary","no",303,"no","no","cellular",21,"dec",94,3,200,6,"success","no","Contacted",200,"30-40","0-1K","3","4"
58,"unknown","married","unknown","no",68,"no","no","cellular",2,"apr",268,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","5","2"
37,"technician","married","secondary","no",1458,"no","no","cellular",22,"mar",344,1,326,1,"success","no","Contacted",326,"30-40","1K-5K","1","3"
38,"admin.","single","secondary","no",3049,"yes","yes","cellular",11,"may",225,1,347,1,"failure","no","Contacted",347,"30-40","1K-5K","1","3"
30,"technician","married","secondary","no",239,"yes","no","cellular",18,"aug",199,8,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
25,"services","single","secondary","no",-371,"yes","no","cellular",18,"may",147,2,347,3,"other","no","Contacted",347,"Under 30","Negative","1","4"
37,"management","single","secondary","no",1572,"no","no","cellular",13,"may",499,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
37,"technician","married","secondary","no",-254,"yes","yes","unknown",28,"may",256,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
35,"management","married","tertiary","no",1550,"yes","no","unknown",29,"may",1611,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","4","3"
41,"management","married","tertiary","no",0,"yes","no","unknown",13,"may",161,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
56,"retired","married","secondary","no",-1,"yes","no","unknown",2,"jun",45,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
53,"management","married","tertiary","no",1319,"yes","no","cellular",16,"apr",427,1,150,1,"failure","no","Contacted",150,"50-60","1K-5K","5","3"
41,"blue-collar","divorced","secondary","no",5291,"yes","no","unknown",14,"may",1423,3,-1,0,"unknown","yes","Not Contacted",NA,"40-50","5K-10K","4","3"
31,"services","married","secondary","no",490,"yes","no","cellular",21,"nov",394,5,179,2,"other","no","Contacted",179,"30-40","0-1K","1","4"
54,"technician","single","secondary","no",198,"yes","yes","cellular",17,"nov",120,1,171,2,"failure","no","Contacted",171,"50-60","0-1K","5","3"
29,"technician","single","tertiary","no",2269,"yes","no","cellular",20,"apr",53,1,346,1,"failure","no","Contacted",346,"Under 30","1K-5K","1","3"
29,"blue-collar","single","secondary","no",260,"yes","no","unknown",2,"jun",707,14,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","0-1K","2","4"
57,"retired","married","secondary","no",1841,"no","no","telephone",5,"jun",302,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","1K-5K","5","2"
58,"retired","married","secondary","no",0,"no","no","cellular",19,"aug",153,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
59,"retired","married","tertiary","no",422,"yes","no","cellular",14,"may",647,4,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","5","2"
57,"self-employed","married","tertiary","no",894,"yes","no","cellular",18,"nov",79,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
35,"housemaid","single","tertiary","no",608,"yes","yes","unknown",2,"jun",227,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
35,"management","single","unknown","no",137,"no","no","unknown",28,"may",667,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","4","2"
25,"student","single","unknown","no",10788,"no","no","cellular",23,"dec",102,2,210,2,"other","no","Contacted",210,"Under 30","10K+","1","4"
41,"unemployed","married","primary","no",557,"yes","no","cellular",17,"nov",158,1,173,1,"failure","no","Contacted",173,"40-50","0-1K","1","3"
38,"self-employed","married","secondary","no",-10,"no","no","unknown",2,"jun",137,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","1"
34,"technician","single","tertiary","no",228,"yes","no","cellular",22,"jul",387,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
42,"management","single","tertiary","yes",0,"yes","no","cellular",21,"nov",824,1,-1,0,"unknown","yes","Not Contacted",NA,"40-50","0-1K","4","2"
28,"blue-collar","single","secondary","no",339,"yes","no","cellular",10,"jul",353,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
41,"unemployed","married","secondary","no",277,"yes","no","cellular",12,"may",152,3,351,2,"failure","no","Contacted",351,"40-50","0-1K","1","3"
32,"technician","single","secondary","no",-122,"yes","yes","cellular",31,"jul",55,17,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","2","1"
43,"management","single","tertiary","no",0,"no","no","cellular",28,"aug",331,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
42,"housemaid","married","primary","no",14752,"no","no","unknown",19,"may",107,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","10K+","5","3"
56,"technician","married","secondary","no",1199,"yes","yes","cellular",29,"jul",336,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
37,"technician","married","secondary","no",1016,"yes","yes","cellular",20,"nov",195,3,8,1,"failure","no","Contacted",8,"30-40","1K-5K","1","3"
53,"housemaid","married","primary","no",2581,"no","no","cellular",15,"apr",99,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
45,"management","married","tertiary","yes",-1655,"yes","no","unknown",28,"may",333,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
30,"technician","single","secondary","no",2734,"no","no","cellular",21,"nov",459,3,-1,0,"unknown","yes","Not Contacted",NA,"30-40","1K-5K","1","1"
40,"technician","single","tertiary","no",47,"yes","no","cellular",5,"may",159,1,365,1,"failure","no","Contacted",365,"40-50","0-1K","1","3"
30,"management","single","tertiary","no",30,"no","no","cellular",21,"aug",220,5,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
38,"technician","married","secondary","no",69,"no","yes","cellular",24,"jul",915,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","4","2"
58,"blue-collar","married","secondary","no",3027,"yes","no","cellular",24,"apr",160,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","1K-5K","5","1"
30,"management","single","tertiary","no",358,"yes","no","unknown",19,"may",88,51,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","2","4"
43,"blue-collar","married","primary","no",8,"no","yes","cellular",21,"jul",564,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","2"
47,"blue-collar","married","primary","no",554,"yes","no","unknown",4,"jun",69,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
54,"management","married","tertiary","no",154,"no","no","unknown",9,"may",155,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
32,"admin.","married","secondary","no",269,"yes","no","cellular",19,"nov",236,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
25,"blue-collar","married","secondary","no",77,"yes","no","unknown",19,"may",31,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
53,"blue-collar","married","primary","no",1138,"yes","no","cellular",6,"aug",375,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
39,"housemaid","divorced","secondary","yes",127,"no","no","unknown",20,"jun",150,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
53,"blue-collar","married","primary","no",787,"yes","yes","cellular",7,"aug",119,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
62,"retired","married","secondary","no",569,"no","no","cellular",4,"feb",94,5,184,1,"success","yes","Contacted",184,"60+","0-1K","5","3"
38,"services","married","secondary","no",0,"yes","no","cellular",20,"apr",506,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
36,"unemployed","married","secondary","no",-35,"no","no","cellular",30,"jan",339,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
35,"self-employed","married","tertiary","yes",28,"no","yes","cellular",8,"jul",259,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
36,"unemployed","single","tertiary","no",953,"yes","no","cellular",22,"may",169,1,94,2,"other","no","Contacted",94,"30-40","0-1K","1","3"
29,"student","single","tertiary","no",795,"no","no","cellular",26,"may",258,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
39,"blue-collar","married","secondary","no",164,"yes","no","telephone",15,"may",26,6,373,2,"failure","no","Contacted",373,"30-40","0-1K","1","3"
32,"entrepreneur","married","tertiary","no",11591,"yes","no","cellular",18,"nov",43,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","10K+","1","3"
36,"blue-collar","married","secondary","no",129,"yes","no","cellular",12,"may",183,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
40,"services","married","primary","no",3559,"yes","no","unknown",20,"may",138,8,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","1"
27,"management","married","tertiary","no",1,"yes","no","cellular",22,"jul",152,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
47,"blue-collar","married","primary","no",242,"yes","no","unknown",16,"may",214,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
36,"management","married","tertiary","no",1355,"yes","no","unknown",20,"jun",256,8,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
33,"unemployed","divorced","secondary","no",1005,"yes","no","telephone",10,"nov",175,1,174,2,"failure","no","Contacted",174,"30-40","1K-5K","1","3"
27,"student","single","secondary","no",2784,"yes","no","telephone",20,"apr",153,1,328,1,"failure","no","Contacted",328,"Under 30","1K-5K","1","3"
49,"management","married","tertiary","yes",10,"yes","no","cellular",21,"nov",226,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
75,"retired","married","secondary","no",3771,"no","no","telephone",15,"apr",185,1,181,2,"success","yes","Contacted",181,"60+","1K-5K","5","3"
42,"self-employed","married","secondary","no",97,"no","no","cellular",10,"jul",108,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
32,"housemaid","married","primary","no",2678,"no","no","cellular",18,"aug",779,9,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","4","3"
38,"unemployed","single","tertiary","no",324,"yes","no","cellular",17,"nov",167,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
34,"technician","single","secondary","no",440,"yes","no","cellular",6,"may",445,2,345,2,"failure","no","Contacted",345,"30-40","0-1K","1","3"
29,"services","single","secondary","no",9,"yes","no","cellular",18,"may",19,5,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
49,"admin.","married","secondary","no",0,"no","no","cellular",22,"aug",115,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
36,"management","married","tertiary","no",763,"no","no","cellular",2,"feb",50,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
59,"services","married","primary","no",196,"yes","no","telephone",20,"apr",205,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
31,"management","single","secondary","no",1090,"yes","no","cellular",8,"may",50,1,303,1,"failure","no","Contacted",303,"30-40","1K-5K","1","3"
52,"admin.","married","secondary","no",5122,"no","yes","cellular",7,"aug",218,7,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
36,"management","married","tertiary","no",-381,"yes","no","cellular",31,"jul",30,29,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","2","4"
23,"student","single","secondary","no",151,"yes","no","unknown",9,"may",97,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
27,"unemployed","single","secondary","no",771,"no","no","cellular",21,"oct",181,1,302,3,"other","yes","Contacted",302,"Under 30","0-1K","1","4"
45,"services","single","secondary","no",955,"no","no","unknown",27,"aug",3785,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","4"
55,"self-employed","married","primary","no",468,"yes","no","cellular",11,"may",214,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
36,"blue-collar","married","secondary","no",412,"yes","no","unknown",15,"may",244,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
26,"technician","single","tertiary","no",152,"no","no","cellular",30,"jan",151,2,2,1,"other","no","Contacted",2,"Under 30","0-1K","1","3"
31,"blue-collar","married","secondary","no",512,"yes","no","cellular",18,"may",109,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
36,"services","married","tertiary","no",301,"no","no","cellular",28,"jan",333,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
30,"blue-collar","single","primary","no",459,"yes","no","cellular",17,"apr",439,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
34,"management","married","secondary","no",-311,"yes","no","unknown",27,"may",305,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
37,"services","divorced","secondary","no",75,"yes","no","cellular",14,"may",160,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
37,"technician","divorced","secondary","no",1176,"no","yes","unknown",21,"may",282,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
51,"blue-collar","married","primary","yes",-17,"no","no","cellular",27,"aug",134,6,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","1"
30,"services","married","tertiary","no",523,"yes","no","unknown",23,"may",253,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
58,"management","married","tertiary","no",5680,"no","no","unknown",18,"jun",114,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
34,"student","married","tertiary","no",3037,"yes","no","telephone",21,"nov",65,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
